codigo,descricao,infracao,,,,,,,,,,,,,,,,,
32.3.10 ,,,,,,,,,,,,,,,,,,,
32.3.10.1 ,,3,,,,,,,,,,,,,,,,,
32.3.10.1.a.a,Os trabalhadores envolvidos recebem capacitação inicial sobre as principais vias de exposição ocupacional?,3,,,,,,,,,,,,,,,,,
32.3.10.1.a.b,Os trabalhadores envolvidos recebem capacitação continuada sobre as principais vias de exposição ocupacional?,3,,,,,,,,,,,,,,,,,
32.3.10.1.b.a,Os trabalhadores envolvidos recebem capacitação inicial sobre os efeitos terapêuticos e adversos destes medicamentos?,3,,,,,,,,,,,,,,,,,
32.3.10.1.b.b,Os trabalhadores envolvidos recebem capacitação continuada sobre os efeitos terapêuticos e adversos destes medicamentos?,3,,,,,,,,,,,,,,,,,
32.3.10.1.b.c,"Os trabalhadores envolvidos recebem capacitação inicial que contenha o possível risco à saúde, a longo e curto prazo?",3,,,,,,,,,,,,,,,,,
32.3.10.1.b.d,"Os trabalhadores envolvidos recebem capacitação continuada que contenha o possível risco à saúde, a longo e curto prazo?",3,,,,,,,,,,,,,,,,,
32.3.10.1.c.a,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos ao seu manuseio?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.b,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos ao seu preparo?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.c,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos ao seu transporte?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.d,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos à sua administração?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.e,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos à sua distribuição?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.f,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação inicial contendo as normas e os procedimentos padronizados relativos ao seu descarte?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.g,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos ao seu manuseio?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.h,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos ao seu preparo?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.i,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos ao seu transporte?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.j,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos à sua administração?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.k,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos à sua distribuição?,3,,,,,,,,,,,,,,,,,
32.3.10.1.c.l,Os trabalhadores envolvidos com  quimioterápicos antineoplásicos recebem capacitação continuada contendo as normas e os procedimentos padronizados relativos ao seu descarte?,3,,,,,,,,,,,,,,,,,
32.3.10.1.d.a, Os trabalhadores envolvidos recebem capacitação inicial que contenha as normas e os procedimentos a serem adotadas no caso de ocorrência de acidentes?,3,,,,,,,,,,,,,,,,,
32.3.10.1.d.b,Os trabalhadores envolvidos recebem capacitação continuada que contenha as normas e os procedimentos a serem adotadas no caso de ocorrência de acidentes?,3,,,,,,,,,,,,,,,,,
32.3.10.1.1 ,A capacitação é ministrada por profissionais de saúde familiarizados com os riscos inerentes aos quimioterápicos antineoplásicos?,3,,,,,,,,,,,,,,,,,
32.4 ,,,,,,,,,,,,,,,,,,,
32.4.1 ,"A empresa observa as disposições estabelecidas pelas normas específicas da Comissão Nacional de Energia Nuclear - CNEN e da Agência Nacional de Vigilância Sanitária - ANVISA, do Ministério da Saúde?",,,,,,,,,,,,,,,,,,
32.4.2 ,"A empresa mantêm no local de trabalho e à disposição da inspeção do trabalho o Plano de Proteção Radiológica - PPR, aprovado pela CNEN?",3,,,,,,,,,,,,,,,,,
32.4.2.a,A empresa mantêm no local de trabalho e à disposição da inspeção do trabalho o Plano de Proteção Radiológica - PPR para os serviços de radiodiagnóstico aprovado pela Vigilância Sanitária?,3,,,,,,,,,,,,,,,,,
32.4.2.1 ,,,,,,,,,,,,,,,,,,,
32.4.2.1.a.a,O Plano de Proteção Radiológica está dentro do prazo de vigência?,3,,,,,,,,,,,,,,,,,
32.4.2.1.b.a,O Plano de Proteção Radiológica identifica o profissional responsável como membro efetivo da equipe de trabalho do serviço?,2,,,,,,,,,,,,,,,,,
32.4.2.1.b.b,O Plano de Proteção Radiológica identifica substituto eventual do profissional responsável como membro efetivo da equipe de trabalho do serviço?,2,,,,,,,,,,,,,,,,,
32.4.2.1.c.a,O Plano de Proteção Radiológica faz parte do PPRA do estabelecimento?,2,,,,,,,,,,,,,,,,,
32.4.2.1.d.a, O Plano de Proteção Radiológica é considerado na elaboração do PCMSO?,2,,,,,,,,,,,,,,,,,
32.4.2.1.d.b,O Plano de Proteção Radiológica é considerado na implementação do PCMSO?,2,,,,,,,,,,,,,,,,,
32.4.2.1.e.a,"O Plano de Proteção Radiológica é apresentado na CIPA, quando existente na empresa?",2,,,,,,,,,,,,,,,,,
32.4.2.1.e.b,Uma cópia do Plano de Proteção Radiológica é anexada às atas de comissão da CIPA?,2,,,,,,,,,,,,,,,,,
32.4.3 ,,,,,,,,,,,,,,,,,,,
32.4.3.a.a,O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizantes tem sua permanência restrita ao menor tempo possível para a realização do procedimento?,4,,,,,,,,,,,,,,,,,
32.4.3.b.a,O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizantes tem conhecimento dos riscos radiológicos associados ao seu trabalho?,3,,,,,,,,,,,,,,,,,
32.4.3.c.a,O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizante está capacitado inicialmente em proteção radiológica?,3,,,,,,,,,,,,,,,,,
32.4.3.c.b,O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizante é capacitado de forma continuada em proteção radiológica?,3,,,,,,,,,,,,,,,,,
32.4.3.d.a,O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizantes usa os EPI adequados para a minimização dos riscos?,4,,,,,,,,,,,,,,,,,
32.4.3.e.a,"O trabalhador ao realizar atividades em áreas onde existam fontes de radiações ionizantes está sob monitoração individual de dose de radiação ionizante, nos casos em que a exposição seja ocupacional?",4,,,,,,,,,,,,,,,,,
32.4.4 ,"Toda trabalhadora com gravidez confirmada é afastada das atividades com radiações ionizantes, e remanejada para atividade compatível com seu nível de formação?",4,,,,,,,,,,,,,,,,,
32.4.5 ,Toda instalação radiativa dispõe de monitoração individual?,4,,,,,,,,,,,,,,,,,
32.4.5.a,Toda instalação radiativa dispõe de monitoração de áreas?,4,,,,,,,,,,,,,,,,,
32.4.5.1 ,Os dosímetros individuais são obtidos exclusivamente em laboratórios de monitoração individual acreditados pela CNEN?,4,,,,,,,,,,,,,,,,,
32.4.5.1.a,Os dosímetros individuais são calibrados exclusivamente em laboratórios de monitoração individual acreditados pela CNEN?,4,,,,,,,,,,,,,,,,,
32.4.5.1.b,Os dosímetros individuais são avaliados exclusivamente em laboratórios de monitoração individual acreditados pela CNEN?,4,,,,,,,,,,,,,,,,,
32.4.5.2 ,A monitoração individual externa de corpo inteiro é feita através de dosimetria com periodicidade mensal e levando-se em conta a natureza e a intensidade das exposições normais e potenciais previstas?,4,,,,,,,,,,,,,,,,,
32.4.5.2.a," A monitoração individual externa, de extremidades, é  feita através de dosimetria com periodicidade mensal e levando-se em conta a natureza e a intensidade das exposições normais e potenciais previstas?",4,,,,,,,,,,,,,,,,,
32.4.5.3 ,"Na ocorrência de exposição acidental, os dosímetros são encaminhados para leitura no prazo máximo de 24 horas?",4,,,,,,,,,,,,,,,,,
32.4.5.3.a,"Na suspeita de exposição acidental, os dosímetros são encaminhados para leitura no prazo máximo de 24 horas?",4,,,,,,,,,,,,,,,,,
32.4.5.4 ,"Após ocorrência de exposição acidental a fontes seladas, são adotados procedimentos adicionais de monitoração individual?",4,,,,,,,,,,,,,,,,,
32.4.5.4.a,Após ocorrência de exposição acidental a fontes seladas é realizada uma avaliação avaliação clínica do colaborador?,4,,,,,,,,,,,,,,,,,
32.4.5.4.b,"Após ocorrência de exposição acidental a fontes seladas são realizados exames complementares, incluindo a dosimetria citogenética, a critério médico?",4,,,,,,,,,,,,,,,,,
32.4.5.4.c,"Após a suspeita de exposição acidental a fontes seladas, são adotados procedimentos adicionais de monitoração individual?",4,,,,,,,,,,,,,,,,,
32.4.5.4.d,Após ocorrência de exposição acidental a fontes seladas é realizada uma avaliação avaliação clínica do colaborador?,4,,,,,,,,,,,,,,,,,
32.4.5.4.e,"Após a suspeita de exposição acidental a fontes seladas são realizados exames complementares, incluindo a dosimetria citogenética, a critério médico?",4,,,,,,,,,,,,,,,,,
32.4.5.5 ,"Após ocorrência de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, são adotados procedimentos adicionais de monitoração individual?",4,,,,,,,,,,,,,,,,,
32.4.5.5.a,"Após ocorrência de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, é realizada uma avaliação clínica do colaborador?",4,,,,,,,,,,,,,,,,,
32.4.5.5.b,"Após ocorrência de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, são realizados de exames complementares, incluindo a dosimetria citogenética, a análise in vivo e in vitro, a critério médico?",4,,,,,,,,,,,,,,,,,
32.4.5.5.c,"Após a suspeita de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, são adotados procedimentos adicionais de monitoração individual?",4,,,,,,,,,,,,,,,,,
32.4.5.5.d,"Após a suspeita de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, é realizada uma avaliação clínica do colaborador?",4,,,,,,,,,,,,,,,,,
32.4.5.5.e,"Após a suspeita de acidentes com fontes não seladas, sujeitas a exposição externa ou com contaminação interna, são realizados de exames complementares, incluindo a dosimetria citogenética, a análise in vivo e in vitro, a critério médico?",4,,,,,,,,,,,,,,,,,
32.4.5.6 ,"É elaborado um programa de monitoração periódica de áreas, constante do Plano de Proteção Radiológica, para todas as áreas da instalação radiativa?",4,,,,,,,,,,,,,,,,,
32.4.5.6.a," É implementado um programa de monitoração periódica de áreas, constante do Plano de Proteção Radiológica, para todas as áreas da instalação radiativa?",4,,,,,,,,,,,,,,,,,
32.4.6 ,,,,,,,,,,,,,,,,,,,
32.4.6.a.a,A empresa:implementa medidas de proteção coletiva relacionadas aos riscos radiológicos?,4,,,,,,,,,,,,,,,,,
32.4.6.b.a,"A empresa mantêm profissional habilitado, responsável pela proteção radiológica em cada área específica, com vinculação formal com o estabelecimento?",4,,,,,,,,,,,,,,,,,
32.4.6.c.a,A empresa promove capacitação em proteção radiológica para os trabalhadores ocupacionalmente expostos às radiações ionizantes?,3,,,,,,,,,,,,,,,,,
32.4.6.c.b,"A empresa promove capacitação em proteção radiológica de forma continuada, para os trabalhadores ocupacionalmente expostos às radiações ionizantes?",3,,,,,,,,,,,,,,,,,
32.4.6.c.c,A empresa promove capacitação em proteção radiológica para os trabalhadores para-ocupacionalmente expostos às radiações ionizantes?,3,,,,,,,,,,,,,,,,,
32.4.6.c.d,"A empresa promove capacitação em proteção radiológica de forma continuada, para os trabalhadores para-ocupacionalmente expostos às radiações ionizantes?",3,,,,,,,,,,,,,,,,,
32.4.6.d.a,A empresa mantêm no registro individual do trabalhador as capacitações ministradas?,2,,,,,,,,,,,,,,,,,
32.4.6.e.a,"A empresa fornece ao trabalhador, por escrito e mediante recibo, instruções relativas aos riscos radiológicos exostentes na instalação radiativa?",3,,,,,,,,,,,,,,,,,
32.4.6.e.b,"A empresa fornece ao trabalhador, por escrito e mediante recibo, instruções relativas aos procedimentos de proteção radiológica adotados na instalação radiativa?",3,,,,,,,,,,,,,,,,,
32.4.6.f.a,"A empresa dá ciência dos resultados das doses referentes às exposições de rotina, por escrito e mediante recibo, a cada trabalhador? ",3,,,,,,,,,,,,,,,,,
32.4.6.f.b,"A empresa dá ciência dos resultados das doses referentes às exposições acidentais, por escrito e mediante recibo, a cada trabalhador?",3,,,,,,,,,,,,,,,,,
32.4.6.f.c," A empresa dá ciência dos resultados das doses referentes às exposições de emergências, por escrito e mediante recibo, a cada trabalhador?",3,,,,,,,,,,,,,,,,,
32.4.6.f.d,"A empresa dá ciência dos resultados das doses referentes às exposições de rotina, acidentais e de emergências, ao médico coordenador do PCMSO ou médico encarregado dos exames médicos previstos na NR-07?",3,,,,,,,,,,,,,,,,,
32.4.7 ,,,,,,,,,,,,,,,,,,,
32.4.7.a.a,"Cada trabalhador da instalação radiativa tem um registro individual atualizado, contendo: identificação (Nome, DN, Registro, CPF), endereço e nível de instrução?",4,,,,,,,,,,,,,,,,,
32.4.7.a.b,O registro individual do trabalhador da instalação radiativa é conservado por 30 anos após o término de sua ocupação?,4,,,,,,,,,,,,,,,,,
32.4.7.b.a,O registro individual do trabalhador da instalação radiativa contém datas de admissão e de saída do emprego?,4,,,,,,,,,,,,,,,,,
32.4.7.c.a,No registro individual atualizado do trabalhador da instalação radiativa contém o nome e endereço do responsável pela proteção radiológica de cada período trabalhado?,4,,,,,,,,,,,,,,,,,
32.4.7.d.a,No registro individual atualizado do trabalhador da instalação radiativa são descritas as funções associadas às fontes de radiação com as respectivas áreas de trabalho?,4,,,,,,,,,,,,,,,,,
32.4.7.d.b,No registro individual atualizado do trabalhador da instalação radiativa são descritos os riscos radiológicos a que está ou esteve exposto?,4,,,,,,,,,,,,,,,,,
32.4.7.d.c,No registro individual atualizado do trabalhador da instalação radiativa são descritas as  datas de início e término da atividade com radiação?,4,,,,,,,,,,,,,,,,,
32.4.7.d.d,No registro individual atualizado do trabalhador da instalação radiativa são descritos os horários e períodos de ocupação?,4,,,,,,,,,,,,,,,,,
32.4.7.e.a,"No registro individual de cada trabalhador da instalação radiativa, há menção aos tipos de dosímetros individuais utilizados",4,,,,,,,,,,,,,,,,,
32.4.7.f.a,No registro individual de cada trabalhador da instalação radiativa é feito o  registro de doses mensais e anuais recebidas?,4,,,,,,,,,,,,,,,,,
32.4.7.f.b,No registro individual de cada trabalhador da instalação radiativa é feito o  registro dos relatórios de investigação de doses?,4,,,,,,,,,,,,,,,,,
32.4.7.g.a,No registro individual de cada trabalhador da instalação radiativa são registradas as capacitações realizadas?,4,,,,,,,,,,,,,,,,,
32.4.7.h.a,O registro individual de cada trabalhador da instalação radiativa contem informações sobre as estimativas de incorporações?,4,,,,,,,,,,,,,,,,,
32.4.7.i.a,O registro individual de cada trabalhador da instalação radiativa contem informações dos relatórios sobre exposições de emergência?,4,,,,,,,,,,,,,,,,,
32.4.7.i.b,O registro individual de cada trabalhador da instalação radiativa contem informações dos relatórios sobre exposições de acidentes?,4,,,,,,,,,,,,,,,,,
32.4.7.j.a,O registro individual de cada trabalhador da instalação radiativa contem informações sobre exposições ocupacionais anteriores a fonte de radiação?,4,,,,,,,,,,,,,,,,,
32.4.7.1 ,O registro individual de cada trabalhador da instalação radiativa é mantido no local de trabalho e à disposição da inspeção do trabalho?,2,,,,,,,,,,,,,,,,,
32.4.8 ,O prontuário clínico individual previsto pela NR-07 é mantido atualizado na empresa,4,,,,,,,,,,,,,,,,,
32.4.8.a,O prontuário clínico individual previsto pela NR-07 é conservado por 30 (trinta) anos após o término de sua ocupação?,4,,,,,,,,,,,,,,,,,
32.4.9 ,Toda instalação radiativa possui um serviço de proteção radiológica?,4,,,,,,,,,,,,,,,,,
32.4.9.1 ,"O serviço de proteção radiológica está localizado no mesmo ambiente da instalação radiativa, observando as normas da CNEN e da ANVISA?",4,,,,,,,,,,,,,,,,,
32.4.9.1.a,"O serviço de proteção radiológica garante que as condições de trabalho sejam compatíveis com as atividades desenvolvidas, observando as normas da CNEN e da ANVISA?",4,,,,,,,,,,,,,,,,,
32.4.9.2 ,,,,,,,,,,,,,,,,,,,
32.4.9.2.a.a,"O serviço de proteção radiológica possui, de acordo com o especificado no PPR, equipamentos para monitoração individual dos trabalhadores?",4,,,,,,,,,,,,,,,,,
32.4.9.2.a.b,"O serviço de proteção radiológica possui, de acordo com o especificado no PPR, equipamentos para monitoração da área?",4,,,,,,,,,,,,,,,,,
32.4.9.2.b.a,"O serviço de proteção radiológica possui, de acordo com o especificado no PPR, equipamentos para proteção individual?",4,,,,,,,,,,,,,,,,,
32.4.9.2.c.a,"O serviço de proteção radiológica possui, de acordo com o especificado no PPR, equipamentos para edições ambientais de radiações ionizantes específicas para práticas de trabalho?",4,,,,,,,,,,,,,,,,,
32.4.9.3 ,O serviço de proteção radiológica está diretamente subordinado ao Titular da instalação radiativa?,3,,,,,,,,,,,,,,,,,
32.4.9.4 ,"No caso do estabelecimento possuir mais de um serviço, é indicado um responsável técnico para promover a integração das atividades de proteção radiológica destes serviços?",3,,,,,,,,,,,,,,,,,
32.4.10 ,"O médico coordenador do PCMSO ou o encarregado pelos exames médicos, previstos na NR-07, está familiarizado com os efeitos e a terapêutica associados à exposição decorrente das atividades de rotina com radiações ionizantes?",3,,,,,,,,,,,,,,,,,
32.4.10.a,"O médico coordenador do PCMSO ou o encarregado pelos exames médicos, previstos na NR-07, está familiarizado com os efeitos e a terapêutica associados à exposição decorrente das atividades de acidentes com radiações ionizantes?",3,,,,,,,,,,,,,,,,,
32.4.11 ,As áreas da instalação radiativa são classificadas pelo responsável pela proteção radiológica,4,,,,,,,,,,,,,,,,,
32.4.11.a,As áreas da instalação radiativa tem controle de acesso definido pelo responsável pela proteção radiológica?,4,,,,,,,,,,,,,,,,,
32.4.12 ,,3,,,,,,,,,,,,,,,,,
32.4.12.a.a,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto a utilização do símbolo internacional de presença de radiação nos acessos controlados?",2,,,,,,,,,,,,,,,,,
32.4.12.b.a,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto as fontes que ali se encontram?",2,,,,,,,,,,,,,,,,,
32.4.12.b.b,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, especialmente em relação aos rejeitos que devem ter as suas embalagens, recipientes ou blindagens identificadas em relação ao tipo de elemento radioativo?",2,,,,,,,,,,,,,,,,,
32.4.12.b.c,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, especialmente em relação aos rejeitos que devem ter as suas embalagens, recipientes ou blindagens identificadas em relação ao tipo de atividade radioativa?",2,,,,,,,,,,,,,,,,,
32.4.12.b.d,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, especialmente em relação aos rejeitos que devem ter as suas embalagens, recipientes ou blindagens identificadas em relação ao tipo de emissão radioativa?",2,,,,,,,,,,,,,,,,,
32.4.12.c.a,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto aos valores das taxas de dose e datas de medição em pontos de referência significativos, próximos às fontes de radiação, nos locais de permanência e de trânsito dos trabalhadores, em conformidade com o disposto no PPR?",3,,,,,,,,,,,,,,,,,
32.4.12.d.a,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto a identificação de vias de circulação?",3,,,,,,,,,,,,,,,,,
32.4.12.d.b,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto a identificação de entrada e saída para condições normais de trabalho?",3,,,,,,,,,,,,,,,,,
32.4.12.d.c,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto a identificação de entrada e saída para para situações de emergência?",3,,,,,,,,,,,,,,,,,
32.4.12.e.a,"As áreas da instalação radiativa estão devidamente sinalizadas, em conformidade com a legislação em vigor, em relação à localização dos equipamentos de segurança?",3,,,,,,,,,,,,,,,,,
32.4.12.f.a,"As áreas da instalação radiativa estão devidamente sinalizadas, em conformidade com a legislação em vigor, em especial quanto aos procedimentos a serem obedecidos em situações de acidentes?",3,,,,,,,,,,,,,,,,,
32.4.12.f.b,"As áreas da instalação radiativa estão devidamente sinalizadas, em conformidade com a legislação em vigor, em especial quanto aos procedimentos a serem obedecidos em situações de emergência?",3,,,,,,,,,,,,,,,,,
32.4.12.g.a,"As áreas da instalação radiativa estão devidamente sinalizadas em conformidade com a legislação em vigor, em especial quanto aos sistemas de alarme?",4,,,,,,,,,,,,,,,,,
32.4.13,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
32.5.1 ,,,,,,,,,,,,,,,,,,,
32.5.1 ,,3,,,,,,,,,,,,,,,,,
32.5.1.a.a,"A empresa capacita, antes do início das atividades, os trabalhadores envolvidos nas tarefas de segregação dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.a.b,"A empresa capacita, antes do início das atividades os trabalhadores envolvidos nas tarefas de acondicionamento dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.a.c,"A empresa capacita, antes do início das atividades, os trabalhadores envolvidos na tarefas de transporte dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.a.d,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas de segregação dos resíduos, possuí um planejamento de capacitação continuada?",3,,,,,,,,,,,,,,,,,
32.5.1.a.e,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas de acondicionamento dos resíduos, possuí um planejamento de capacitação continuada?",3,,,,,,,,,,,,,,,,,
32.5.1.a.f,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas de transporte dos resíduos, possuí um planejamento de capacitação continuada?",3,,,,,,,,,,,,,,,,,
32.5.1.b.a,"A empresa capacita, antes do início das atividades, os trabalhadores envolvidos nas tarefas relacionadas aos resíduos, abordando as definições de risco dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.b.b,"A empresa capacita, antes do início das atividades, os trabalhadores envolvidos nas tarefas relacionadas aos resíduos, abordando a classificação de risco dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.b.c,"A empresa capacita, antes do início das atividades, os trabalhadores envolvidos nas tarefas relacionadas aos resíduos, abordando o potencial de risco dos resíduos",3,,,,,,,,,,,,,,,,,
32.5.1.b.d,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas atinentes aos resíduos, possuí um planejamento de capacitação continuada, abordando as definições de risco dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.b.e,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas atinentes aos resíduos, possuí um planejamento de capacitação continuada, abordando o potencial de risco dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.b.f,"A empresa após a capacitação inicial dos trabalhadores envolvidos nas tarefas atinentes aos resíduos, possuí um planejamento de capacitação continuada, abordando o potencial de risco dos resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.c.a,"A empresa capacita, antes do início das atividades, os trabalhadores acerca do sistema de gerenciamento de resíduos adotado internamente no estabelecimento?",3,,,,,,,,,,,,,,,,,
32.5.1.c.b,"A empresa após a capacitação inicial dos trabalhadores sobre o sistema de gerenciamento de resíduo adotado internamente no estabelecimento, possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.1.d.a,"A empresa capacita, antes do início das atividades, os trabalhadores esclarecendo as formas de reduzir a geração de resíduos?",3,,,,,,,,,,,,,,,,,
32.5.1.d.b,"A empresa após a capacitação inicial dos trabalhadores sobre as formas de reduzir a geração de resíduos, possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.1.e.a,"A empresa capacita/treina, inicialmente, os trabalhadores transmitindo-lhe amplo conhecimento sobre as responsabilidades e tarefas a serem exercidas?",3,,,,,,,,,,,,,,,,,
32.5.1.e.b,"A empresa após a capacitação inicial dos trabalhadores sobre o amplo conhecimento das responsabilidades e tarefas de cada um,  possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.1.f.a,A empresa capacita inicialmente os trabalhadores no reconhecimento dos símbolos de identificação das classes de resíduos?,3,,,,,,,,,,,,,,,,,
32.5.1.f.b,"A empresa após a capacitação inicial dos trabalhadores sobre o reconhecimento dos símbolos de identificação das classes de resíduos,  possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.1.g.a,"A empresa capacita, inicialmente os trabalhadores transmitindo-lhes conhecimento sobre a utilização dos veículos de coleta de resíduos.",3,,,,,,,,,,,,,,,,,
32.5.1.g.b,"A empresa após a capacitação inicial dos trabalhadores sobre a forma de utilização dos veículos de coleta de resíduos,  possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.1.h.a,"A empresa capacita, inicialmente, os trabalhadores transmitindo-lhe as orientações quanto ao uso de Equipamentos de Proteção Individual – EPIs?",3,,,,,,,,,,,,,,,,,
32.5.1.h.b,"A empresa após a capacitação inicial dos trabalhadores quanto ao uso dos EPI’s,  possuí um planejamento de capacitação continuada, sobre o mesmo tema?",3,,,,,,,,,,,,,,,,,
32.5.2 ,,,,,,,,,,,,,,,,,,,
32.5.2.a,Os sacos plásticos utilizados no acondicionamento dos resíduos de saúde atendem ao disposto na NBR 9191?,3,,,,,,,,,,,,,,,,,
32.5.2.a.a,"Os sacos plásticos utilizados no acondicionamento dos resíduos, além de atenderem ao disposto na NBR 9191, são preenchidos até 2/3 de sua capacidade?",3,,,,,,,,,,,,,,,,,
32.5.2.b.a,"Os sacos plásticos utilizados no acondicionamento dos resíduos de saúde além de atenderem ao disposto na NBR 9191 são  fechados de tal forma que não se permita o seu derramamento, mesmo que virados com a abertura para baixo?",3,,,,,,,,,,,,,,,,,
32.5.2.c.a,Os sacos plásticos utilizados no acondicionamento dos resíduos de saúde além de atenderem ao disposto na NBR 9191 são retirados imediatamente do local de geração após o preenchimento e fechamento?,3,,,,,,,,,,,,,,,,,
32.5.2.d.a,Os sacos plásticos utilizados no acondicionamento dos resíduos de saúde além de atenderem ao disposto na NBR 9191 são mantidos íntegros até o tratamento ou a disposição final do resíduo?,3,,,,,,,,,,,,,,,,,
32.5.3 ,,,,,,,,,,,,,,,,,,,
32.5.3.a.a,A segregação dos resíduos é realizada no local onde são gerados? ,3,,,,,,,,,,,,,,,,,
32.5.3.a.b,"A segregação dos resíduos é realizada no local onde são gerados, mediante a utilização de recipientes que atendam as normas da ABNT, em número suficiente para o armazenamento?",3,,,,,,,,,,,,,,,,,
32.5.3.b.a,A segregação dos resíduos é realizada no local onde são gerados através de recipientes localizados próximos da fonte geradora?,3,,,,,,,,,,,,,,,,,
32.5.3.c.a,A segregação dos resíduos é realizada no local onde são gerados através de recipientes constituídos de material lavável?,3,,,,,,,,,,,,,,,,,
32.5.3.c.b,A segregação dos resíduos é realizada no local onde são gerados através de recipientes constituídos de material resistente à punctura?,3,,,,,,,,,,,,,,,,,
32.5.3.c.c,A segregação dos resíduos é realizada no local onde são gerados através de recipientes constituídos de material resistente à ruptura e vazamento?,3,,,,,,,,,,,,,,,,,
32.5.3.c.d,A segregação dos resíduos é realizada no local onde são gerados através de recipientes munidos com tampa provida de sistema de abertura sem contato manual?,3,,,,,,,,,,,,,,,,,
